"V1"	"V2"	"x"	"y"
"3810"	NA	NA	"-51.125"	"-15.125"
"3811"	NA	NA	"-50.875"	"-15.125"
"3812"	"Savana Florestada"	"Sd"	"-50.625"	"-15.125"
"3813"	NA	NA	"-50.375"	"-15.125"
"3814"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-50.125"	"-15.125"
"3815"	NA	NA	"-49.875"	"-15.125"
"3816"	NA	NA	"-49.625"	"-15.125"
"3817"	NA	NA	"-49.375"	"-15.125"
"3818"	NA	NA	"-49.125"	"-15.125"
"3819"	NA	NA	"-48.875"	"-15.125"
"3820"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.625"	"-15.125"
"3821"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-48.375"	"-15.125"
"3822"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-48.125"	"-15.125"
"3823"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.875"	"-15.125"
"3824"	NA	NA	"-47.625"	"-15.125"
"3825"	NA	NA	"-47.375"	"-15.125"
"3826"	NA	NA	"-47.125"	"-15.125"
"3827"	"Savana Parque com floresta-de-galeria"	"Spf"	"-46.875"	"-15.125"
"3828"	"Savana Parque com floresta-de-galeria"	"Spf"	"-46.625"	"-15.125"
"3829"	"Savana Parque com floresta-de-galeria"	"Spf"	"-46.375"	"-15.125"
"3830"	"Savana Parque com floresta-de-galeria"	"Spf"	"-46.125"	"-15.125"
"3831"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.875"	"-15.125"
"3832"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.625"	"-15.125"
"3833"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.375"	"-15.125"
"3834"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.125"	"-15.125"
"3835"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.875"	"-15.125"
"3836"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.625"	"-15.125"
"3837"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.375"	"-15.125"
"3838"	NA	NA	"-44.125"	"-15.125"
"3839"	NA	NA	"-43.875"	"-15.125"
"3843"	NA	NA	"-42.875"	"-15.125"
"3844"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-42.625"	"-15.125"
"3860"	NA	NA	"-57.125"	"-15.375"
"3861"	"Savana Parque com floresta-de-galeria"	"Spf"	"-56.875"	"-15.375"
"3862"	NA	NA	"-56.625"	"-15.375"
"3863"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-56.375"	"-15.375"
"3864"	NA	NA	"-56.125"	"-15.375"
"3865"	"Savana Florestada"	"Sd"	"-55.875"	"-15.375"
"3866"	NA	NA	"-55.625"	"-15.375"
"3867"	NA	NA	"-55.375"	"-15.375"
"3868"	"Floresta Estacional Semidecidual Aluvial com dossel emergente"	"Fae"	"-55.125"	"-15.375"
"3869"	NA	NA	"-54.875"	"-15.375"
"3870"	"Floresta Estacional Semidecidual Aluvial com dossel emergente"	"Fae"	"-54.625"	"-15.375"
"3871"	NA	NA	"-54.375"	"-15.375"
"3872"	NA	NA	"-54.125"	"-15.375"
"3873"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.875"	"-15.375"
"3874"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.625"	"-15.375"
"3875"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.375"	"-15.375"
"3876"	NA	NA	"-53.125"	"-15.375"
"3877"	"Floresta Estacional Semidecidual Submontana com dossel emergente"	"Fse"	"-52.875"	"-15.375"
"3878"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-52.625"	"-15.375"
"3879"	NA	NA	"-52.375"	"-15.375"
"3880"	NA	NA	"-52.125"	"-15.375"
"3881"	NA	NA	"-51.875"	"-15.375"
"3882"	"Savana Florestada"	"Sd"	"-51.625"	"-15.375"
"3883"	NA	NA	"-51.375"	"-15.375"
"3884"	NA	NA	"-51.125"	"-15.375"
"3885"	NA	NA	"-50.875"	"-15.375"
"3886"	NA	NA	"-50.625"	"-15.375"
"3887"	NA	NA	"-50.375"	"-15.375"
"3888"	NA	NA	"-50.125"	"-15.375"
"3889"	NA	NA	"-49.875"	"-15.375"
"3890"	NA	NA	"-49.625"	"-15.375"
"3891"	NA	NA	"-49.375"	"-15.375"
"3892"	NA	NA	"-49.125"	"-15.375"
"3893"	NA	NA	"-48.875"	"-15.375"
"3894"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-48.625"	"-15.375"
"3895"	NA	NA	"-48.375"	"-15.375"
"3896"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-48.125"	"-15.375"
"3897"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.875"	"-15.375"
"3898"	NA	NA	"-47.625"	"-15.375"
"3899"	NA	NA	"-47.375"	"-15.375"
"3900"	"Savana Parque com floresta-de-galeria"	"Spf"	"-47.125"	"-15.375"
"3901"	"Savana Parque com floresta-de-galeria"	"Spf"	"-46.875"	"-15.375"
"3902"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-46.625"	"-15.375"
"3903"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-46.375"	"-15.375"
"3904"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-46.125"	"-15.375"
"3905"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.875"	"-15.375"
"3906"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.625"	"-15.375"
"3907"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.375"	"-15.375"
"3908"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.125"	"-15.375"
"3909"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.875"	"-15.375"
"3910"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.625"	"-15.375"
"3911"	"Floresta Estacional Decidual Montana"	"Cm"	"-44.375"	"-15.375"
"3912"	"Contato Savana-Est pica/Floresta Estacional - Ecatono"	"TNt"	"-44.125"	"-15.375"
"3913"	NA	NA	"-43.875"	"-15.375"
"3915"	"Contato Savana-Estapica/Floresta Estacional - Ecatono"	"TNt"	"-43.375"	"-15.375"
"3917"	NA	NA	"-42.875"	"-15.375"
"3933"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-57.375"	"-15.625"
"3934"	"Savana Parque com floresta-de-galeria"	"Spf"	"-57.125"	"-15.625"
"3935"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-56.875"	"-15.625"
"3936"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-56.625"	"-15.625"
"3937"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-56.375"	"-15.625"
"3938"	NA	NA	"-56.125"	"-15.625"
"3939"	NA	NA	"-55.875"	"-15.625"
"3940"	NA	NA	"-55.625"	"-15.625"
"3941"	NA	NA	"-55.375"	"-15.625"
"3942"	"Floresta Estacional Decidual Submontana"	"Cs"	"-55.125"	"-15.625"
"3943"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-54.875"	"-15.625"
"3944"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-54.625"	"-15.625"
"3945"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-54.375"	"-15.625"
"3946"	NA	NA	"-54.125"	"-15.625"
"3947"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.875"	"-15.625"
"3948"	NA	NA	"-53.625"	"-15.625"
"3949"	NA	NA	"-53.375"	"-15.625"
"3950"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.125"	"-15.625"
"3951"	NA	NA	"-52.875"	"-15.625"
"3952"	"Savana Florestada"	"Sd"	"-52.625"	"-15.625"
"3953"	"Floresta Estacional Sempre Verde Aluvial"	"Ha"	"-52.375"	"-15.625"
"3954"	NA	NA	"-52.125"	"-15.625"
"3955"	"Savana Florestada"	"Sd"	"-51.875"	"-15.625"
"3956"	NA	NA	"-51.625"	"-15.625"
"3957"	"Savana Florestada"	"Sd"	"-51.375"	"-15.625"
"3958"	NA	NA	"-51.125"	"-15.625"
"3959"	NA	NA	"-50.875"	"-15.625"
"3960"	NA	NA	"-50.625"	"-15.625"
"3961"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-50.375"	"-15.625"
"3962"	NA	NA	"-50.125"	"-15.625"
"3963"	NA	NA	"-49.875"	"-15.625"
"3964"	NA	NA	"-49.625"	"-15.625"
"3965"	NA	NA	"-49.375"	"-15.625"
"3966"	NA	NA	"-49.125"	"-15.625"
"3967"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.875"	"-15.625"
"3968"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.625"	"-15.625"
"3969"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.375"	"-15.625"
"3970"	NA	NA	"-48.125"	"-15.625"
"3971"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.875"	"-15.625"
"3972"	NA	NA	"-47.625"	"-15.625"
"3973"	NA	NA	"-47.375"	"-15.625"
"3974"	NA	NA	"-47.125"	"-15.625"
"3975"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-46.875"	"-15.625"
"3976"	NA	NA	"-46.625"	"-15.625"
"3977"	NA	NA	"-46.375"	"-15.625"
"3978"	NA	NA	"-46.125"	"-15.625"
"3979"	NA	NA	"-45.875"	"-15.625"
"3980"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.625"	"-15.625"
"3981"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-45.375"	"-15.625"
"3982"	NA	NA	"-45.125"	"-15.625"
"3983"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.875"	"-15.625"
"3984"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.625"	"-15.625"
"3985"	"Contato Savana/Savana-Est"	"STt"	"-44.375"	"-15.625"
"3986"	NA	NA	"-44.125"	"-15.625"
"3988"	NA	NA	"-43.625"	"-15.625"
"3989"	NA	NA	"-43.375"	"-15.625"
"3991"	NA	NA	"-42.875"	"-15.625"
"3992"	NA	NA	"-42.625"	"-15.625"
"3993"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-42.375"	"-15.625"
"3994"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-42.125"	"-15.625"
"4007"	NA	NA	"-57.375"	"-15.875"
"4008"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-57.125"	"-15.875"
"4009"	NA	NA	"-56.875"	"-15.875"
"4010"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-56.625"	"-15.875"
"4011"	NA	NA	"-56.375"	"-15.875"
"4014"	"Savana Florestada"	"Sd"	"-55.625"	"-15.875"
"4015"	NA	NA	"-55.375"	"-15.875"
"4016"	NA	NA	"-55.125"	"-15.875"
"4017"	NA	NA	"-54.875"	"-15.875"
"4018"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-54.625"	"-15.875"
"4019"	"Floresta Estacional Decidual Submontana com dossel emergente"	"Cse"	"-54.375"	"-15.875"
"4020"	NA	NA	"-54.125"	"-15.875"
"4021"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.875"	"-15.875"
"4022"	NA	NA	"-53.625"	"-15.875"
"4023"	NA	NA	"-53.375"	"-15.875"
"4024"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.125"	"-15.875"
"4025"	NA	NA	"-52.875"	"-15.875"
"4026"	NA	NA	"-52.625"	"-15.875"
"4027"	NA	NA	"-52.375"	"-15.875"
"4028"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-52.125"	"-15.875"
"4029"	NA	NA	"-51.875"	"-15.875"
"4030"	NA	NA	"-51.625"	"-15.875"
"4031"	NA	NA	"-51.375"	"-15.875"
"4032"	"Savana Florestada"	"Sd"	"-51.125"	"-15.875"
"4033"	NA	NA	"-50.875"	"-15.875"
"4034"	NA	NA	"-50.625"	"-15.875"
"4035"	NA	NA	"-50.375"	"-15.875"
"4036"	NA	NA	"-50.125"	"-15.875"
"4037"	NA	NA	"-49.875"	"-15.875"
"4038"	NA	NA	"-49.625"	"-15.875"
"4039"	NA	NA	"-49.375"	"-15.875"
"4040"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-49.125"	"-15.875"
"4041"	NA	NA	"-48.875"	"-15.875"
"4042"	NA	NA	"-48.625"	"-15.875"
"4043"	"Savana Parque com floresta-de-galeria"	"Spf"	"-48.375"	"-15.875"
"4044"	"Savana Parque com floresta-de-galeria"	"Spf"	"-48.125"	"-15.875"
"4045"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.875"	"-15.875"
"4046"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.625"	"-15.875"
"4047"	"Savana Parque com floresta-de-galeria"	"Spf"	"-47.375"	"-15.875"
"4048"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.125"	"-15.875"
"4049"	NA	NA	"-46.875"	"-15.875"
"4050"	NA	NA	"-46.625"	"-15.875"
"4051"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-46.375"	"-15.875"
"4052"	NA	NA	"-46.125"	"-15.875"
"4053"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-45.875"	"-15.875"
"4054"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.625"	"-15.875"
"4055"	NA	NA	"-45.375"	"-15.875"
"4056"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.125"	"-15.875"
"4057"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.875"	"-15.875"
"4058"	NA	NA	"-44.625"	"-15.875"
"4059"	NA	NA	"-44.375"	"-15.875"
"4060"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.125"	"-15.875"
"4062"	NA	NA	"-43.625"	"-15.875"
"4063"	"Contato Savana-Estapica/Floresta Estacional - Ecatono"	"TNt"	"-43.375"	"-15.875"
"4065"	NA	NA	"-42.875"	"-15.875"
"4068"	NA	NA	"-42.125"	"-15.875"
"4069"	NA	NA	"-41.875"	"-15.875"
"4081"	"Savana Gramnneo-Lenhosa sem floresta-de-galeria"	"Sgs"	"-57.375"	"-16.125"
"4083"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-56.875"	"-16.125"
"4084"	NA	NA	"-56.625"	"-16.125"
"4089"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-55.375"	"-16.125"
"4090"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-55.125"	"-16.125"
"4091"	NA	NA	"-54.875"	"-16.125"
"4092"	"Floresta Estacional Decidual Submontana com dossel emergente"	"Cse"	"-54.625"	"-16.125"
"4093"	"Floresta Estacional Decidual Submontana com dossel emergente"	"Cse"	"-54.375"	"-16.125"
"4094"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-54.125"	"-16.125"
"4095"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-53.875"	"-16.125"
"4096"	NA	NA	"-53.625"	"-16.125"
"4097"	"Savana Parque com floresta-de-galeria"	"Spf"	"-53.375"	"-16.125"
"4098"	NA	NA	"-53.125"	"-16.125"
"4099"	NA	NA	"-52.875"	"-16.125"
"4100"	"Savana Parque com floresta-de-galeria"	"Spf"	"-52.625"	"-16.125"
"4101"	NA	NA	"-52.375"	"-16.125"
"4102"	NA	NA	"-52.125"	"-16.125"
"4103"	NA	NA	"-51.875"	"-16.125"
"4104"	NA	NA	"-51.625"	"-16.125"
"4105"	NA	NA	"-51.375"	"-16.125"
"4106"	NA	NA	"-51.125"	"-16.125"
"4107"	NA	NA	"-50.875"	"-16.125"
"4108"	NA	NA	"-50.625"	"-16.125"
"4109"	NA	NA	"-50.375"	"-16.125"
"4110"	NA	NA	"-50.125"	"-16.125"
"4111"	NA	NA	"-49.875"	"-16.125"
"4112"	NA	NA	"-49.625"	"-16.125"
"4113"	NA	NA	"-49.375"	"-16.125"
"4114"	NA	NA	"-49.125"	"-16.125"
"4115"	NA	NA	"-48.875"	"-16.125"
"4116"	NA	NA	"-48.625"	"-16.125"
"4117"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-48.375"	"-16.125"
"4118"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-48.125"	"-16.125"
"4119"	"Savana Parque com floresta-de-galeria"	"Spf"	"-47.875"	"-16.125"
"4120"	NA	NA	"-47.625"	"-16.125"
"4121"	NA	NA	"-47.375"	"-16.125"
"4122"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.125"	"-16.125"
"4123"	NA	NA	"-46.875"	"-16.125"
"4124"	"Savana Parque com floresta-de-galeria"	"Spf"	"-46.625"	"-16.125"
"4125"	NA	NA	"-46.375"	"-16.125"
"4126"	NA	NA	"-46.125"	"-16.125"
"4127"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-45.875"	"-16.125"
"4128"	"Floresta Estacional Decidual Submontana"	"Cs"	"-45.625"	"-16.125"
"4129"	NA	NA	"-45.375"	"-16.125"
"4130"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-45.125"	"-16.125"
"4131"	"Savana Gramaneo-Lenhosa"	"Sg"	"-44.875"	"-16.125"
"4132"	NA	NA	"-44.625"	"-16.125"
"4133"	"Savana Florestada"	"Sd"	"-44.375"	"-16.125"
"4134"	NA	NA	"-44.125"	"-16.125"
"4135"	"Floresta Estacional Decidual Submontana"	"Cs"	"-43.875"	"-16.125"
"4136"	NA	NA	"-43.625"	"-16.125"
"4137"	NA	NA	"-43.375"	"-16.125"
"4138"	NA	NA	"-43.125"	"-16.125"
"4139"	"Savana Gram"	"Sgf"	"-42.875"	"-16.125"
"4140"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-42.625"	"-16.125"
"4163"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-55.375"	"-16.375"
"4164"	NA	NA	"-55.125"	"-16.375"
"4165"	"Savana Florestada"	"Sd"	"-54.875"	"-16.375"
"4166"	NA	NA	"-54.625"	"-16.375"
"4167"	NA	NA	"-54.375"	"-16.375"
"4168"	"Floresta Estacional Decidual Submontana com dossel emergente"	"Cse"	"-54.125"	"-16.375"
"4169"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-53.875"	"-16.375"
"4170"	NA	NA	"-53.625"	"-16.375"
"4171"	NA	NA	"-53.375"	"-16.375"
"4172"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-53.125"	"-16.375"
"4173"	NA	NA	"-52.875"	"-16.375"
"4174"	NA	NA	"-52.625"	"-16.375"
"4175"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-52.375"	"-16.375"
"4176"	NA	NA	"-52.125"	"-16.375"
"4177"	NA	NA	"-51.875"	"-16.375"
"4178"	NA	NA	"-51.625"	"-16.375"
"4179"	NA	NA	"-51.375"	"-16.375"
"4180"	NA	NA	"-51.125"	"-16.375"
"4181"	NA	NA	"-50.875"	"-16.375"
"4182"	"Savana Florestada"	"Sd"	"-50.625"	"-16.375"
"4183"	NA	NA	"-50.375"	"-16.375"
"4184"	NA	NA	"-50.125"	"-16.375"
"4185"	NA	NA	"-49.875"	"-16.375"
"4186"	NA	NA	"-49.625"	"-16.375"
"4187"	NA	NA	"-49.375"	"-16.375"
"4188"	NA	NA	"-49.125"	"-16.375"
"4189"	NA	NA	"-48.875"	"-16.375"
"4190"	NA	NA	"-48.625"	"-16.375"
"4191"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-48.375"	"-16.375"
"4192"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-48.125"	"-16.375"
"4193"	NA	NA	"-47.875"	"-16.375"
"4194"	NA	NA	"-47.625"	"-16.375"
"4195"	NA	NA	"-47.375"	"-16.375"
"4196"	NA	NA	"-47.125"	"-16.375"
"4197"	NA	NA	"-46.875"	"-16.375"
"4198"	NA	NA	"-46.625"	"-16.375"
"4199"	NA	NA	"-46.375"	"-16.375"
"4200"	NA	NA	"-46.125"	"-16.375"
"4201"	NA	NA	"-45.875"	"-16.375"
"4202"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-45.625"	"-16.375"
"4203"	NA	NA	"-45.375"	"-16.375"
"4204"	"Savana Gramaneo-Lenhosa"	"Sg"	"-45.125"	"-16.375"
"4205"	NA	NA	"-44.875"	"-16.375"
"4206"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-44.625"	"-16.375"
"4207"	NA	NA	"-44.375"	"-16.375"
"4208"	NA	NA	"-44.125"	"-16.375"
"4209"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-43.875"	"-16.375"
"4210"	NA	NA	"-43.625"	"-16.375"
"4211"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-43.375"	"-16.375"
"4212"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-43.125"	"-16.375"
"4213"	"Savana Gram"	"Sgf"	"-42.875"	"-16.375"
"4214"	NA	NA	"-42.625"	"-16.375"
"4215"	NA	NA	"-42.375"	"-16.375"
"4239"	NA	NA	"-54.875"	"-16.625"
"4240"	NA	NA	"-54.625"	"-16.625"
"4241"	NA	NA	"-54.375"	"-16.625"
"4242"	"Floresta Estacional Decidual Submontana com dossel emergente"	"Cse"	"-54.125"	"-16.625"
"4243"	"Savana Parque com floresta-de-galeria"	"Spf"	"-53.875"	"-16.625"
"4244"	NA	NA	"-53.625"	"-16.625"
"4245"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-53.375"	"-16.625"
"4246"	NA	NA	"-53.125"	"-16.625"
"4247"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-52.875"	"-16.625"
"4248"	NA	NA	"-52.625"	"-16.625"
"4249"	"Savana Florestada"	"Sd"	"-52.375"	"-16.625"
"4250"	NA	NA	"-52.125"	"-16.625"
"4251"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.875"	"-16.625"
"4252"	NA	NA	"-51.625"	"-16.625"
"4253"	NA	NA	"-51.375"	"-16.625"
"4254"	NA	NA	"-51.125"	"-16.625"
"4255"	NA	NA	"-50.875"	"-16.625"
"4256"	NA	NA	"-50.625"	"-16.625"
"4257"	NA	NA	"-50.375"	"-16.625"
"4258"	NA	NA	"-50.125"	"-16.625"
"4259"	NA	NA	"-49.875"	"-16.625"
"4260"	NA	NA	"-49.625"	"-16.625"
"4261"	NA	NA	"-49.375"	"-16.625"
"4262"	NA	NA	"-49.125"	"-16.625"
"4263"	NA	NA	"-48.875"	"-16.625"
"4264"	NA	NA	"-48.625"	"-16.625"
"4265"	NA	NA	"-48.375"	"-16.625"
"4266"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.125"	"-16.625"
"4267"	NA	NA	"-47.875"	"-16.625"
"4268"	NA	NA	"-47.625"	"-16.625"
"4269"	"Savana Parque com floresta-de-galeria"	"Spf"	"-47.375"	"-16.625"
"4270"	NA	NA	"-47.125"	"-16.625"
"4271"	NA	NA	"-46.875"	"-16.625"
"4272"	"Floresta Estacional Semidecidual Montana"	"Fm"	"-46.625"	"-16.625"
"4273"	"Savana Arborizada"	"Sa"	"-46.375"	"-16.625"
"4274"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-46.125"	"-16.625"
"4275"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-45.875"	"-16.625"
"4276"	"Savana Arborizada"	"Sa"	"-45.625"	"-16.625"
"4277"	NA	NA	"-45.375"	"-16.625"
"4278"	NA	NA	"-45.125"	"-16.625"
"4279"	"Savana Gramaneo-Lenhosa"	"Sg"	"-44.875"	"-16.625"
"4280"	NA	NA	"-44.625"	"-16.625"
"4281"	NA	NA	"-44.375"	"-16.625"
"4282"	NA	NA	"-44.125"	"-16.625"
"4283"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-43.875"	"-16.625"
"4284"	NA	NA	"-43.625"	"-16.625"
"4285"	NA	NA	"-43.375"	"-16.625"
"4286"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-43.125"	"-16.625"
"4287"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-42.875"	"-16.625"
"4288"	NA	NA	"-42.625"	"-16.625"
"4289"	NA	NA	"-42.375"	"-16.625"
"4312"	NA	NA	"-55.125"	"-16.875"
"4313"	"Savana Florestada"	"Sd"	"-54.875"	"-16.875"
"4314"	NA	NA	"-54.625"	"-16.875"
"4315"	NA	NA	"-54.375"	"-16.875"
"4316"	"Savana Florestada"	"Sd"	"-54.125"	"-16.875"
"4317"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.875"	"-16.875"
"4318"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.625"	"-16.875"
"4319"	"Savana Parque com floresta-de-galeria"	"Spf"	"-53.375"	"-16.875"
"4320"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-53.125"	"-16.875"
"4321"	NA	NA	"-52.875"	"-16.875"
"4322"	NA	NA	"-52.625"	"-16.875"
"4323"	NA	NA	"-52.375"	"-16.875"
"4324"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-52.125"	"-16.875"
"4325"	NA	NA	"-51.875"	"-16.875"
"4326"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-51.625"	"-16.875"
"4327"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.375"	"-16.875"
"4328"	NA	NA	"-51.125"	"-16.875"
"4329"	NA	NA	"-50.875"	"-16.875"
"4330"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-50.625"	"-16.875"
"4331"	NA	NA	"-50.375"	"-16.875"
"4332"	NA	NA	"-50.125"	"-16.875"
"4333"	NA	NA	"-49.875"	"-16.875"
"4334"	NA	NA	"-49.625"	"-16.875"
"4335"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-49.375"	"-16.875"
"4336"	NA	NA	"-49.125"	"-16.875"
"4337"	NA	NA	"-48.875"	"-16.875"
"4338"	NA	NA	"-48.625"	"-16.875"
"4339"	NA	NA	"-48.375"	"-16.875"
"4340"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.125"	"-16.875"
"4341"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.875"	"-16.875"
"4342"	"Savana Parque com floresta-de-galeria"	"Spf"	"-47.625"	"-16.875"
"4343"	NA	NA	"-47.375"	"-16.875"
"4344"	"Savana Parque com floresta-de-galeria"	"Spf"	"-47.125"	"-16.875"
"4345"	NA	NA	"-46.875"	"-16.875"
"4346"	NA	NA	"-46.625"	"-16.875"
"4347"	NA	NA	"-46.375"	"-16.875"
"4348"	NA	NA	"-46.125"	"-16.875"
"4349"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-45.875"	"-16.875"
"4350"	NA	NA	"-45.625"	"-16.875"
"4351"	NA	NA	"-45.375"	"-16.875"
"4352"	NA	NA	"-45.125"	"-16.875"
"4353"	NA	NA	"-44.875"	"-16.875"
"4354"	NA	NA	"-44.625"	"-16.875"
"4355"	NA	NA	"-44.375"	"-16.875"
"4356"	NA	NA	"-44.125"	"-16.875"
"4357"	NA	NA	"-43.875"	"-16.875"
"4358"	NA	NA	"-43.625"	"-16.875"
"4359"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-43.375"	"-16.875"
"4360"	"Savana Arborizada"	"Sa"	"-43.125"	"-16.875"
"4361"	"Savana Arborizada"	"Sa"	"-42.875"	"-16.875"
"4362"	NA	NA	"-42.625"	"-16.875"
"4363"	NA	NA	"-42.375"	"-16.875"
"4387"	NA	NA	"-54.875"	"-17.125"
"4388"	NA	NA	"-54.625"	"-17.125"
"4389"	NA	NA	"-54.375"	"-17.125"
